,Candidate,Party,Criminal.Cases,Education,Age,Total.Assets,Liabilities,Constituency,State,District,Year
13408,RAM NARAYAN MEENA,INC,0,Graduate Professional,66,14941739,686022,DEOLI-UNIARA,RAJASTHAN,TONK,2008
13409,RANVEER PAHALWAN,IND,2,8th Pass,47,367761710,7600000,MALPURA,RAJASTHAN,TONK,2008
13410,KAMAL BAIRWA,INC,0,Graduate Professional,53,5806395,0,NIWAI,RAJASTHAN,TONK,2008
13411,ZAKIYA,INC,0,Post Graduate,59,30802500,0,TONK,RAJASTHAN,TONK,2008
13412,MANGI LAL GARASIYA,INC,0,Post Graduate,40,4653606,0,GOGUNDA,RAJASTHAN,UDAIPUR,2008
13413,BABU LAL KHARADI,BJP,0,10th Pass,41,1418874,0,JHADOL,RAJASTHAN,UDAIPUR,2008
13414,DAYARAM PARMAR,INC,0,Doctorate,64,5624776,0,KHERWARA,RAJASTHAN,UDAIPUR,2008
13415,PUSHKAR LAL,INC,0,10th Pass,43,8919000,350000,MAVLI,RAJASTHAN,UDAIPUR,2008
13416,RAGUVEER SINGH,INC,0,Graduate,47,6707025,1860000,SALUMBER,RAJASTHAN,UDAIPUR,2008
13417,BASANTI,INC,0,Graduate,44,7280000,0,SALUMBER,RAJASTHAN,UDAIPUR,2008
13418,GULAB CHAND KATARIA,BJP,0,Graduate Professional,64,9613362,0,UDAIPUR,RAJASTHAN,UDAIPUR,2008
13419,SAJJAN KATARA,INC,0,Post Graduate,53,11682000,590000,UDAIPUR RURAL,RAJASTHAN,UDAIPUR,2008
13420,GAJENDRA SINGH SHAKTAWAT,INC,2,Graduate,34,12912030,3.00E+05,VALLABHNAGAR,RAJASTHAN,UDAIPUR,2008
13421,DILIP SARKAR,INC,0,12th Pass,51,25484972,428939,BADHARGHAT,TRIPURA,DHALAI,2008
13422,BHANULAL SAHA,CPM,0,Graduate Professional,60,714810,0,BISHALGARH,TRIPURA,DHALAI,2008
13423,NARAYAN RUPINI,CPM,0,12th Pass,61,780500,14300,CHARILAM,TRIPURA,DHALAI,2008
13424,KESAB DEBBARMA,CPM,0,8th Pass,37,61804,56200,GOLAGHATI,TRIPURA,DHALAI,2008
13425,ANIL SARKAR,CPM,0,Post Graduate,66,2671800,5.00E+05,PRATAPGARH,TRIPURA,DHALAI,2008
13426,DANIEL JAMATIA,CPM,0,Graduate,46,1276164,0,AMPINAGAR,TRIPURA,GOMATI,2008
13427,MANORANJAN ACHARJEE,CPM,0,Graduate,46,533500,0,BIRGANJ,TRIPURA,GOMATI,2008
13428,TAPAN CHAKRABORTY,CPM,0,Graduate,55,562984,0,CHANDIPUR,TRIPURA,KAILASAHAR,2008
13429,BIJOY ROY,CPM,0,Graduate,62,1090945,850000,FATIKROY,TRIPURA,KAILASAHAR,2008
13430,BIRAJIT SINHA,INC,1,12th Pass,56,14143086,1828796,KAILASAHAR,TRIPURA,KAILASAHAR,2008
13431,BIDHU BHUSAN MALAKAR,CPM,0,12th Pass,62,461912,0,PABIACHHARA,TRIPURA,KAILASAHAR,2008
13432,SRI MANOJ KANTI DEB,INC,0,Graduate,37,488243,0,KAMALPUR,TRIPURA,KAMALPUR,2008
13433,SRI PRASANTA DEBBARMA,CPM,0,8th Pass,59,436135,636085,SALEMA,TRIPURA,KAMALPUR,2008
13434,SRI SUDIR DAS,CPM,0,12th Pass,58,1652378,741959,SURMA,TRIPURA,KAMALPUR,2008
13435,RAJENDRA REANG,CPM,0,10th Pass,46,717738,501650,KANCHANPUR,TRIPURA,KANCHANPUR,2008
13436,ARUN KUMAR CHAKMA,CPM,0,Graduate,59,947066,5.00E+05,PENCHARTHAL,TRIPURA,KANCHANPUR,2008
13437,SACHINDRA DEBBARMA,CPM,0,10th Pass,44,4036330,570990,ASHARAMBARI,TRIPURA,KHOWAI,2008
13438,SAMIR DEB SARKAR,CPM,0,Graduate,59,1583829,5.00E+05,KHOWAI,TRIPURA,KHOWAI,2008
13439,AGHORE DEBBARMA,CPM,0,Graduate,57,66423,250000,PRAMODENAGAR,TRIPURA,KHOWAI,2008
13440,PADMA KR. DEBBARMA,CPM,0,10th Pass,42,911012,5.00E+05,RAMCHANDRAGHAT,TRIPURA,KHOWAI,2008
13441,SRI BIJOY KUMAR HARNGKHAWL,INPT,0,10th Pass,61,2092586,525000,KULAI,TRIPURA,"KULAI, AMBASSA",2008
13442,SRI LALIT MOHAN TRIPURA,CPM,0,5th Pass,50,4677793,0,RAIMA VALLEY,TRIPURA,NORTH TRIPURA,2008
13443,JITENDRA CHOWDHURY,CPM,0,12th Pass,51,7815546,3.00E+05,MANU,TRIPURA,SABROOM,2008
13444,RITA KAR (MAJUMDER),CPM,0,Graduate,42,960500,437000,SABROOM,TRIPURA,SABROOM,2008
13445,BASU DEV MAJUMDER,CPM,0,Graduate,57,2220794,6.00E+05,BELONIA,TRIPURA,SEPAHIJALA,2008
13446,BADAL CHOUDHURY,CPM,0,12th Pass,57,2696076,465000,HRISHYAMUKH,TRIPURA,SEPAHIJALA,2008
13447,SUDHAN DAS,CPM,0,10th Pass,47,1210000,5.00E+05,RAJNAGAR,TRIPURA,SEPAHIJALA,2008
13448,JASHABIR TRIPURA,CPM,0,8th Pass,52,1022441,5.00E+05,JOLAIBARI,TRIPURA,SHANTIRBAZAR,2008
13449,MANINDRA REANG,CPI,0,8th Pass,62,854075,585000,SANTIRBAZAR,TRIPURA,SHANTIRBAZAR,2008
13450,SAHID CHOUDHURI,CPM,0,Graduate,49,4419730,6380,BOXANAGAR,TRIPURA,SONAMURA,2008
13451,MANIK SARKAR,CPM,0,Graduate,59,811566,0,DHANPUR,TRIPURA,SONAMURA,2008
13452,SUKUMAR BARMAN,CPM,0,12th Pass,62,1533264,1030290,NALCHAR,TRIPURA,SONAMURA,2008
13453,SUBAL BHOWMIK,INC,0,Graduate Professional,47,29842950,0,SONAMURA,TRIPURA,SONAMURA,2008
13454,SRI NIRAJOY TRIPURA,CPM,0,Literate,80,5000,0,CHHAWMANU,TRIPURA,SOUTH TRIPURA,2008
13455,MANINDRA CHANDRA DAS,CPM,0,Graduate,38,444909,0,KALYANPUR,TRIPURA,TELIAMURA,2008
13456,KHAGENDRA JAMATIA,CPM,0,10th Pass,53,438658,250768,KRISHNAPUR,TRIPURA,TELIAMURA,2008
13457,GOURI DAS,CPM,0,10th Pass,39,1624015,0,TELIAMURA,TRIPURA,TELIAMURA,2008
13458,NARESH CHANDRA JAMATIA,CPM,0,10th Pass,47,400424,0,BAGMA,TRIPURA,UDAIPUR,2008
13459,KESHAB MAJUMDER,CPM,0,Graduate Professional,69,6540442,404000,KAKRABAN,TRIPURA,UDAIPUR,2008
13460,MADHAB CHANDRA SAHA,CPM,0,12th Pass,58,4319000,490000,MATARBARI,TRIPURA,UDAIPUR,2008
13461,JOYGOBINDA DEB ROY,RSP,0,Graduate,55,1560000,570000,RADHAKISHOREPUR,TRIPURA,UDAIPUR,2008
13462,PARTHA DAS,RSP,0,Graduate,40,332939,60105,SALGARH,TRIPURA,UDAIPUR,2008
13463,RAMENDRA CHANDRA DEBNATH,CPM,0,Graduate Professional,54,1519408,5.00E+05,JUBARAJNAGAR,TRIPURA,UNAKOTI,2008
13464,BIJITA NATH,CPM,0,Graduate,40,147000,0,KADAMTALA,TRIPURA,UNAKOTI,2008
13465,FAYZUR RAHMAN,CPM,0,10th Pass,55,261072,0,KURTI,TRIPURA,UNAKOTI,2008
13466,SUBODH DAS,CPM,0,12th Pass,59,3457,0,PANISAGAR,TRIPURA,UNAKOTI,2008
13467,SUDIP ROY BARMAN,INC,0,Graduate Professional,44,6939248,0,AGARTALA,TRIPURA,WEST TRIPURA,2008
13468,HARICHARAN SARKAR,CPM,0,Graduate,58,429950,14500,BAMUTIA,TRIPURA,WEST TRIPURA,2008
13469,GOPAL CHANDRA ROY,INC,0,Graduate Professional,59,5422719,80000,BANAMALIPUR,TRIPURA,WEST TRIPURA,2008
13470,SANKAR PRASAD DATTA,CPM,0,Post Graduate,48,625834,0,BARJALA,TRIPURA,WEST TRIPURA,2008
13471,MANIK DEY,CPM,0,12th Pass,55,990506,0,MAJLISHPUR,TRIPURA,WEST TRIPURA,2008
13472,MONORANJAN DEBBARMA,CPM,0,10th Pass,47,1124460,3.00E+05,MANDAIBAZAR,TRIPURA,WEST TRIPURA,2008
13473,RATAN LAL NATH,INC,2,Graduate Professional,58,2407049,780958,MOHANPUR,TRIPURA,WEST TRIPURA,2008
13474,SURAJIT DATTA,INC,0,12th Pass,54,4698103,678244,RAMNAGAR,TRIPURA,WEST TRIPURA,2008
13475,PRANAB DEBBARMA,CPM,0,Graduate,38,1100586,580283,SIMNA,TRIPURA,WEST TRIPURA,2008
13476,NIRANJAN DEBBARMA,CPM,0,10th Pass,67,478446,736952,TAKARJALA,TRIPURA,WEST TRIPURA,2008
13477,Ashis Kumar Saha,INC,0,12th Pass,49,2303049,0,TOWN BARDOWALI,TRIPURA,WEST TRIPURA,2008
13478,SUDHIR RANJAN MAJUMDER,INC,1,Post Graduate,68,6640252,0,TOWN BORDOWALI,TRIPURA,WEST TRIPURA,2008
13479,DAYANAND GANESH NARVEKAR,INC,1,Graduate Professional,57,46427181,828115,ALDONA,GOA,NORTH GOA,2007
13480,PATNEKAR RAJESH TULSIDAS,BJP,1,Graduate,44,3138000,1582604,BICHOLIM,GOA,NORTH GOA,2007
13481,AGNELO FERNANDES,INC,0,Post Graduate,44,53560632,2820995,CALANGUTE,GOA,NORTH GOA,2007
13482,MADKAIKAR PANDURANG ARJUN,INC,0,12th Pass,42,50782370,17844199,CUMBARJUA,GOA,NORTH GOA,2007
13483,AJGAONKAR MANOHAR TRIMBAK,INC,0,12th Pass,53,8168700,1546000,DARGALIM,GOA,NORTH GOA,2007
13484,ANANT V. SHET,BJP,0,12th Pass,45,2478008,318000,MAEM,GOA,NORTH GOA,2007
13485,PARSEKAR LAXMIKANT,BJP,2,Post Graduate,50,12655846,1426300,MANDREM,GOA,NORTH GOA,2007
13486,FRANCIS D,BJP,1,Graduate Professional,52,30470238,0,MAPUSA,GOA,NORTH GOA,2007
13487,Pramod Sawant,BJP,0,Graduate,35,4077138,711191,PALE,GOA,NORTH GOA,2007
13488,GURUDAS PRABHAKAR GAUNS,INC,0,Post Graduate,41,558606,0,PALE,GOA,NORTH GOA,2007
13489,MANOHAR GOPALKRISHNA PRABHU PARRIKAR,BJP,1,Graduate Professional,51,10375119,2618053,PANAJI,GOA,NORTH GOA,2007
13490,SOPTE DAYANAND RAGHUNATH,BJP,1,Graduate,43,2365000,902000,PERNEM,GOA,NORTH GOA,2007
13491,RANE PRATAPSINGH RAOJI,INC,0,Graduate Professional,68,95712964,1146177,PORIEM,GOA,NORTH GOA,2007
13492,DILIP DNYANESHWAR PARULEKAR,BJP,0,Graduate,40,3559290,6.00E+05,SALIGAO,GOA,NORTH GOA,2007
13493,FERNANDES VICTORIA,INC,0,10th Pass,73,4467695,3.00E+05,SANTA CRUZ,GOA,NORTH GOA,2007
13494,DAYANAND MANDREKAR,BJP,1,10th Pass,51,7256780,1500000,SIOLIM,GOA,NORTH GOA,2007
13495,SILVEIRA FRANCISCO,INC,0,10th Pass,39,4857509,8.00E+05,ST. ANDRE,GOA,NORTH GOA,2007
13496,MONSERRATE ATANASIO J.,UGDP,1,10th Pass,44,153204927,14858702,TALEIGAO,GOA,NORTH GOA,2007
13497,NILKANTH HALARNKAR,NCP,0,12th Pass,45,3009471,187897,TIVIM,GOA,NORTH GOA,2007
13498,RANE VISHWAJIT PRATAPSINGH,IND,0,Post Graduate,36,74616016,0,VALPOI,GOA,NORTH GOA,2007
13499,Vishwajit Rane,INC,0,Post Graduate,38,87829206,2526145,VALPOI,GOA,NORTH GOA,2007
13500,PACHECO XAVIER FRANCISCO,NCP,0,5th Pass,42,16075436,613653,BENAULIM,GOA,SOUTH GOA,2007
13501,PAI KHOT VIJAY,BJP,0,Graduate,44,11251799,1285859,CANACONA,GOA,SOUTH GOA,2007
13502,MAUVIN HELIODORO GODINHO,INC,1,Graduate,47,27370748,733595,CORTALIM,GOA,SOUTH GOA,2007
13503,ALEMAO JOAQUIM,INC,0,10th Pass,49,91288908,3.00E+06,CUNCOLIM,GOA,SOUTH GOA,2007
13504,SHYAM GOPINATH SATARDEKAR,INC,0,Graduate,41,48928880,5114117,CURCHOREM,GOA,SOUTH GOA,2007
13505,ALEIXO REGINALDO LOURENCO,SGF,0,10th Pass,37,7.00E+05,186000,CURTORIM,GOA,SOUTH GOA,2007
13506,DAMODAR (DAMU) G. NAIK,BJP,0,Graduate,35,4654500,3665701,FATORDA,GOA,SOUTH GOA,2007
13507,ALEIXO SEQEIRA,INC,0,Graduate,50,30378164,1368207,LOUTULIM,GOA,SOUTH GOA,2007
13508,DHAVALIKAR RAMKRISHNA ALIAS SUDIN MADHAV,MAG,0,Graduate,49,30080303,62800,MARCAIM,GOA,SOUTH GOA,2007
13509,KAMAT DIGAMBAR,INC,0,Graduate,53,32356010,2054913,MARGAO,GOA,SOUTH GOA,2007
13510,NAIK MILIND SAGUN,BJP,0,12th Pass,44,9298550,1398274,MORMUGAO,GOA,SOUTH GOA,2007
13511,ALEMAO CHURCHILL,SGF,0,Not Given,57,56160320,8079278,NAVELIM,GOA,SOUTH GOA,2007
13512,TAWADKAR RAMESH,BJP,0,Graduate Professional,39,1198000,750000,POINGUINIM,GOA,SOUTH GOA,2007
13513,NAIK RAVI,INC,0,Graduate,60,38900000,1732000,PONDA,GOA,SOUTH GOA,2007
13514,DHAVALIKAR PANDURANG ALIAS DEEPAK,MAG,0,Graduate,48,14141192,888271,PRIOL,GOA,SOUTH GOA,2007
13515,CHANDRAKANT (BABU) KAVALEKAR,INC,0,8th Pass,36,13166225,2969449,QUEPEM,GOA,SOUTH GOA,2007
13516,GAONKAR VASUDEV MENG,BJP,0,10th Pass,45,402813,6.00E+05,SANGUEM,GOA,SOUTH GOA,2007
13517,ANIL VASUDEV SALGAONKAR,IND,0,Graduate,66,714084216,0,SANVORDEM,GOA,SOUTH GOA,2007
13518,MAHADEV NAIK,BJP,0,12th Pass,49,2626100,870325,SIRODA,GOA,SOUTH GOA,2007
13519,D SOUZA JOSE PHILIP,NCP,0,12th Pass,47,6501197,750000,VASCO DA GAMA,GOA,SOUTH GOA,2007
13520,RODRIGUES FILIPE NERY,INC,0,10th Pass,44,9087120,506775,VELIM,GOA,SOUTH GOA,2007
13521,Pradipsinh Jadeja,BJP,0,Graduate,45,11862777,1518151,ASARVA,GUJARAT,AHMEDABAD,2007
13522,Kantilal R Lakum,BJP,0,Graduate,46,1128715,425000,BAVLA,GUJARAT,AHMEDABAD,2007
13523,Bharat C. Barot,BJP,0,Graduate,58,5720000,450000,"DARIYAPUR, KAZIPUR",GUJARAT,AHMEDABAD,2007
13524,Babubhai J Patel,BJP,0,10th Pass,58,24390962,8439972,DASKROI,GUJARAT,AHMEDABAD,2007
13525,Ranchodbhai K. Mer,IND,0,5th Pass,49,6052000,0,DHANDHUKA,GUJARAT,AHMEDABAD,2007
13526,Kanjibhai R Talpada,INC,0,10th Pass,72,1742000,9000,DHOLAKA,GUJARAT,AHMEDABAD,2007
13527,Rakesh J Shah,BJP,0,Graduate,45,2613092,66062,ELLISBRIDGE,GUJARAT,AHMEDABAD,2007
13528,Sabirbhai A Khdawala,INC,1,Literate,43,11293000,476000,JAMALPUR,GUJARAT,AHMEDABAD,2007
13529,Farukh H Shaikh,INC,1,5th Pass,59,3944872,0,KALUPUR,GUJARAT,AHMEDABAD,2007
13530,BHUSHAN ASHOK BHATT,BJP,0,12th Pass,47,8446258,0,KHADIA,GUJARAT,AHMEDABAD,2007
13531,Ashok C Bhatt,BJP,2,Literate,68,5759834,0,KHADIA,GUJARAT,AHMEDABAD,2007
13532,Pragibhai N Patel,BJP,0,Graduate,55,3897833,0,MANDAL,GUJARAT,AHMEDABAD,2007
13533,Narendrabhai D.Modi,BJP,0,Post Graduate,57,4256426,0,MANINAGAR,GUJARAT,AHMEDABAD,2007
13534,Mayaben S Kodnani (Dr.),BJP,0,Doctorate,52,6308623,53493,NARODA,GUJARAT,AHMEDABAD,2007
13535,Vallabhbhai G. Kakadiya,BJP,0,Literate,63,42226580,0,RAKHIAL,GUJARAT,AHMEDABAD,2007
13536,Gitaben P Patel,BJP,0,12th Pass,45,4069144,0,SABARMATI,GUJARAT,AHMEDABAD,2007
13537,Amit A Shah,BJP,0,12th Pass,43,55723561,1966867,SARKHEJ,GUJARAT,AHMEDABAD,2007
13538,Shailesh M Parmar,INC,2,Graduate Professional,37,9615000,390698,SHAHER KOTDA,GUJARAT,AHMEDABAD,2007
13539,Gyasudin H Shaikh,INC,0,10th Pass,44,1852950,0,SHAHPUR,GUJARAT,AHMEDABAD,2007
13540,Kamabhai G Rathod,BJP,0,12th Pass,41,15587070,422000,VIRAMGAM,GUJARAT,AHMEDABAD,2007
13541,Dilipbhai N. Sangani,BJP,0,Graduate,53,26343318,1530800,AMRELI,GUJARAT,AMRELI,2007
13542,Bavkubhai N. Undhad,INC,0,10th Pass,49,13122149,545473,BABRA,GUJARAT,AMRELI,2007
13543,Manshukhbhai P. Bhuva,BJP,1,10th Pass,41,1840672,128749,DHARI,GUJARAT,AMRELI,2007
13544,Kalubhai V. Virani,BJP,3,Literate,55,6616752,166839,KUNDLA,GUJARAT,AMRELI,2007
13545,Hanubhai V. Dhorajiya,BJP,0,Literate,51,6248310,334000,LATHI,GUJARAT,AMRELI,2007
13546,Hirabhai O. Solanki,BJP,1,10th Pass,46,123957139,9894114,RAJULA,GUJARAT,AMRELI,2007
13547,Jyotsnaben R. Patel,BJP,0,12th Pass,44,6197548,1268754,ANAND,GUJARAT,ANAND,2007
13548,Rajendrabhai D. Parmar,INC,0,10th Pass,36,4486673,1339000,BHADRAN,GUJARAT,ANAND,2007
13549,Amitkumar A. Chavda,INC,2,Others,33,696321,0,BORSAD,GUJARAT,ANAND,2007
13550,Shirishkumar M. Shukla,BJP,0,Graduate Professional,58,3582000,2.00E+05,CAMBAY,GUJARAT,ANAND,2007
13551,Niranjan P Patel,INC,3,Graduate,63,9322804,0,PETLAD,GUJARAT,ANAND,2007
13552,Jayantbhai R Patel,NCP,0,12th Pass,47,4391000,291083,SARSA,GUJARAT,ANAND,2007
13553,Ambalal A Rohit,BJP,0,5th Pass,55,2678052,145000,SOJITRA,GUJARAT,ANAND,2007
13554,Lalsinh U Vadodiya,INC,0,Graduate,50,6066843,0,UMRETH,GUJARAT,ANAND,2007
13555,Mukeshkumar B Gadhvi,INC,0,Graduate,44,19739108,0,DANTA,GUJARAT,BANASKANTHA,2007
13556,Bhatol Vasantkumar Parthibhai,BJP,0,12th Pass,39,7802246,1166998,DANTA,GUJARAT,BANASKANTHA,2007
13557,Lildharbhai K Vaghela,BJP,0,Graduate Professional,69,3113400,0,DEESA,GUJARAT,BANASKANTHA,2007
13558,Anilkumar N Madi,BJP,0,12th Pass,32,1221534,0,DEODAR,GUJARAT,BANASKANTHA,2007
13559,Mafatlal M Purohit,BJP,1,5th Pass,57,27127798,454746,DHANERA,GUJARAT,BANASKANTHA,2007
13560,Babubhai J Desai,BJP,0,Not Given,50,64207244,4006199,KANKREJ,GUJARAT,BANASKANTHA,2007
13561,Govindbhai M Prajapati,BJP,0,Graduate Professional,55,2571700,0,PALANPUR,GUJARAT,BANASKANTHA,2007
13562,Fakirbhai R Vaghela,BJP,0,Post Graduate,57,10039348,0,VADGAM,GUJARAT,BANASKANTHA,2007
13563,Parbatbhai S Patel,BJP,0,Graduate Professional,56,10865434,540109,VAV,GUJARAT,BANASKANTHA,2007
13564,Bhupendrabhai G Lakhawala,BJP,1,Graduate,54,4775840,0,BARODA CITY,GUJARAT,BARODA,2007
13565,Upendrasinh P. Gohil,BJP,1,Graduate,53,18513658,385000,BARODA RURAL,GUJARAT,BARODA,2007
13566,Gulsing R Rathva,BJP,0,Post Graduate,59,4685942,220000,CHHOTA UDAIPUR,GUJARAT,BARODA,2007
13567,Siddharth C Patel,INC,0,Post Graduate,53,197145513,0,DABHOI,GUJARAT,BARODA,2007
13568,Mohansinh C. Rathva,INC,1,Not Given,63,24998000,5972598,JETPUR - BARODA,GUJARAT,BARODA,2007
13569,Chandubhai M. Dabhi,INC,0,Post Graduate,59,1594297,42934,KARJAN,GUJARAT,BARODA,2007
13570,Dhirubhai C Bhil,INC,0,8th Pass,55,4647610,585770,NASVADI,GUJARAT,BARODA,2007
13571,Dinesh B. Patel,IND,1,12th Pass,49,45183755,35910420,PADRA,GUJARAT,BARODA,2007
13572,Yogeshbhai N Patel,BJP,1,10th Pass,61,24757389,41956,RAOPURA,GUJARAT,BARODA,2007
13573,Abheysinh M Tadvi,BJP,0,10th Pass,51,3366710,880000,SANKHEDA,GUJARAT,BARODA,2007
13574,Khumansinh  R Chauhan,INC,2,12th Pass,57,2405000,0,SAVLI,GUJARAT,BARODA,2007
13575,Jitendrabhai R. Sukhadia,BJP,1,10th Pass,61,3054396,0,SAYAJIGANJ,GUJARAT,BARODA,2007
13576,Madhubhai B Shrivastav,BJP,9,10th Pass,55,19202552,375000,VAGHODIA,GUJARAT,BARODA,2007
13577,Vibhavariben  V Dave,BJP,0,Post Graduate,48,7516873,0,BHAVNAGAR NORTH,GUJARAT,BHAVNAGAR,2007
13578,Shaktisinh H Gohil,INC,0,Post Graduate,46,5700737,69000,BHAVNAGAR SOUTH,GUJARAT,BHAVNAGAR,2007
13579,Saurabh Y Dalal(Patel),BJP,0,Post Graduate,49,652956530,0,BOTAD,GUJARAT,BHAVNAGAR,2007
13580,Atmaram M Parmar,BJP,0,Post Graduate,54,6021962,0,GADHADA,GUJARAT,BHAVNAGAR,2007
13581,Parsottambhai A. Solanki,BJP,3,12th Pass,46,113814038,2674994,GHOGHO,GUJARAT,BHAVNAGAR,2007
13582,Kanubhai K. Kalsaria,BJP,0,Post Graduate,54,162000,0,MAHUVA - BHAVNAGAR,GUJARAT,BHAVNAGAR,2007
13583,Mahendrasinh P. Sarvaiya,BJP,1,12th Pass,39,17093215,4.00E+05,PALITANA,GUJARAT,BHAVNAGAR,2007
13584,Keshubhai H. Nakarani,BJP,0,10th Pass,50,1263944,162000,SIHOR,GUJARAT,BHAVNAGAR,2007
13585,Bhavnaben R. Makwana,BJP,0,12th Pass,31,367846,0,TALAJA,GUJARAT,BHAVNAGAR,2007
13586,Ishwarsinh T Patel,BJP,0,Graduate,42,3071902,205169,ANKLESHWAR,GUJARAT,BROACH,2007
13587,Dushyantbhai R Patel,BJP,0,Graduate,42,6236347,142012,BROACH,GUJARAT,BROACH,2007
13588,Kirankumar L Makwana,INC,1,12th Pass,41,2154139,0,JAMBUSAR,GUJARAT,BROACH,2007
13589,Chotubhai A Vasava,J D (U),0,10th Pass,60,915000,0,JHAGADIA,GUJARAT,BROACH,2007
13590,Iqbalbhai I Patel,INC,0,Graduate,54,2163967,5,VAGRA,GUJARAT,BROACH,2007
13591,Dolatbhai N Desai,BJP,0,12th Pass,76,4202601,0,BULSAR,GUJARAT,BULSAR,2007
13592,Chhanabhai K Choudhari,INC,0,10th Pass,55,770485,375000,DHARAMPUR,GUJARAT,BULSAR,2007
13593,Jitubhai H Chaudhary,INC,1,8th Pass,43,1079488,124000,MOTAPONDHA,GUJARAT,BULSAR,2007
13594,Ushaben G Patel,BJP,0,Others,40,15475814,0,PARDI,GUJARAT,BULSAR,2007
13595,Ramanlal N Patkar,BJP,0,8th Pass,55,3869295,965000,UMBERGAON,GUJARAT,BULSAR,2007
13596,Vijaybhai R Patel,BJP,1,Others,31,1502717,2000500,DANGS-BANSDA,GUJARAT,DANGS,2007
13597,Tusharbhai K. Maharau,NCP,0,Graduate Professional,34,8138000,1724414,DEVGADH BARIA,GUJARAT,DOHAD,2007
13598,Vajesingbhai P.Panda,INC,0,10th Pass,46,440000,150000,DOHAD,GUJARAT,DOHAD,2007
13599,Ditabhai B.Machar,INC,0,5th Pass,61,1771400,0,JHALOD,GUJARAT,DOHAD,2007
13600,Bachubhai N. Kishori,INC,0,Graduate,60,2461348,89308,LIMDI,GUJARAT,DOHAD,2007
13601,Chandrikaben C. Bariya,INC,0,10th Pass,38,845000,0,LIMKHEDA,GUJARAT,DOHAD,2007
13602,Jashwantsinh S. Bhabhor,BJP,0,Graduate Professional,41,6703312,952597,RANDHIKPUR,GUJARAT,DOHAD,2007
13603,Kalyansigh Deharsinh Chauhan,BJP,0,10th Pass,60,2225000,465064,DEHGAM,GUJARAT,GANDHINAGAR,2007
13604,Jagdishbhai M Thakore,INC,0,10th Pass,51,3106298,1326906,DEHGAM,GUJARAT,GANDHINAGAR,2007
13605,Shambhuji C. Thakore,BJP,0,Graduate,57,3177311,0,GANDHINAGAR,GUJARAT,GANDHINAGAR,2007
13606,Suresh C Patel,INC,0,Graduate,56,24495015,3.00E+06,KALOL - GANDHINAGAR,GUJARAT,GANDHINAGAR,2007
13607,Mangaldas M. Patel,BJP,0,Post Graduate,65,8559317,1471665,MANSA,GUJARAT,GANDHINAGAR,2007
13608,Mulubhai H.Bera,BJP,0,10th Pass,42,8572125,0,BHANVAD,GUJARAT,JAMNAGAR,2007
13609,Pabubha V. Manek,BJP,0,Literate,51,134810848,23427151,DWARKA,GUJARAT,JAMNAGAR,2007
13610,Brijrajsingh H. Jadeja,INC,0,Graduate,45,2444000,1.00E+06,JAMJODHPUR,GUJARAT,JAMNAGAR,2007
13611,Vasuben N. Trivedi,BJP,0,Post Graduate,58,11660702,261000,JAMNAGAR,GUJARAT,JAMNAGAR,2007
13612,Laljibhai P.Solanki,BJP,0,12th Pass,45,582618,120000,JAMNAGAR (RURAL),GUJARAT,JAMNAGAR,2007
13613,Ranchhodbhai C. Faldu,BJP,0,10th Pass,50,1469051,0,KALAWAD,GUJARAT,JAMNAGAR,2007
13614,Meghji D. Kanjariya,BJP,0,12th Pass,45,3960000,50000,KHAMBHALIA,GUJARAT,JAMNAGAR,2007
13615,Mahendra L. Mashru,BJP,0,Graduate,62,365312,0,JUNAGADH,GUJARAT,JUNAGADH,2007
13616,Vandanaben M Makwana,BJP,0,10th Pass,31,711750,0,KESHOD,GUJARAT,JUNAGADH,2007
13617,Barad Dhirsinhbhai Karshanbhai,INC,1,10th Pass,65,1398000,414766,KODINAR,GUJARAT,JUNAGADH,2007
13618,Dinubhai B. Solanki,BJP,1,Graduate,50,22917018,0,KODINAR,GUJARAT,JUNAGADH,2007
13619,Lavjibhai T Rajani,BJP,0,10th Pass,56,3550000,0,MALIYA,GUJARAT,JUNAGADH,2007
13620,Javaharbhai P Chavda,INC,0,10th Pass,42,183236060,819783,MANAVADAR,GUJARAT,JUNAGADH,2007
13621,Bhagvanjibhai L Karagtiya,BJP,0,10th Pass,50,3353734,0,MANGROL,GUJARAT,JUNAGADH,2007
13622,Rajsibhai V. Jotva,BJP,0,Literate,43,3260500,402325,SOMNATH,GUJARAT,JUNAGADH,2007
13623,Bhagwanbhai D. Barad,INC,6,Graduate,48,18635759,1.00E+06,TALALA,GUJARAT,JUNAGADH,2007
13624,Kalubhai C. Rathod,BJP,2,12th Pass,44,6034826,355052,UNA,GUJARAT,JUNAGADH,2007
13625,Kanubhai M. Bhalala,BJP,0,Literate,55,2536551,0,VISAVADAR,GUJARAT,JUNAGADH,2007
13626,Mansingh K. Chauhan,INC,2,Post Graduate,56,5949201,1035018,BALASINOR,GUJARAT,KAIRA,2007
13627,Shankerbhai D Vaghela,INC,3,10th Pass,74,23726378,19032996,CHAKALASI,GUJARAT,KAIRA,2007
13628,Manibhai D. Patel,INC,0,Graduate,60,15034734,3678652,KAPADVANJ,GUJARAT,KAIRA,2007
13629,Gautambhai J. Zala,INC,0,10th Pass,65,676000,0,KATHLAL,GUJARAT,KAIRA,2007
